v, x, y
0.8, -0.05499999999999999, -0.5
0.8, -0.05249999999999999, -0.5
0.8, -0.04999999999999999, -0.5
0.8, -0.04749999999999999, -0.5
0.8, -0.044999999999999984, -0.5
0.8, -0.04249999999999998, -0.5
0.8, -0.03999999999999998, -0.5
0.8, -0.03749999999999998, -0.5
0.8, -0.034999999999999976, -0.5
0.8, -0.03249999999999997, -0.5
0.8, -0.02999999999999997, -0.5
0.8, -0.02749999999999997, -0.5
0.8, -0.024999999999999967, -0.5
0.8, -0.022499999999999964, -0.5
0.8, -0.020000000000000018, -0.5
0.8, -0.017500000000000016, -0.5
0.8, -0.015000000000000013, -0.5
0.8, -0.012500000000000011, -0.5
0.8, -0.010000000000000009, -0.5
0.8, -0.007500000000000007, -0.5
0.8, -0.0050000000000000044, -0.5
0.8, -0.0025000000000000022, -0.5
0.8, 0.0, -0.5
0.8, 0.0025000000000000577, -0.5
0.8, 0.0050000000000000044, -0.5
0.8, 0.007500000000000062, -0.5
0.8, 0.010000000000000009, -0.5
0.8, 0.012499999999999956, -0.5
0.8, 0.015000000000000013, -0.5
0.8, 0.01749999999999996, -0.5
0.8, 0.020000000000000018, -0.5
0.8, 0.022499999999999964, -0.5
0.8, 0.025000000000000022, -0.5
0.8, 0.02749999999999997, -0.5
0.8, 0.030000000000000027, -0.5
0.8, 0.03249999999999997, -0.5
0.8, 0.03500000000000003, -0.5
0.8, 0.03749999999999998, -0.5
0.8, 0.040000000000000036, -0.5
0.8, 0.04249999999999998, -0.5
0.8, 0.04500000000000004, -0.5
0.8, 0.04749999999999999, -0.5
0.8, 0.050000000000000044, -0.5
0.8, 0.05249999999999999, -0.5
0.8, 0.05500000000000005, -0.5
0.8, 0.057499999999999996, -0.5
0.8, 0.06000000000000005, -0.5
0.8, 0.0625, -0.5
0.8, 0.06500000000000006, -0.5
0.8, 0.0675, -0.5
0.8, 0.07000000000000006, -0.5
0.8, 0.07250000000000001, -0.5
0.8, 0.07500000000000007, -0.5
0.8, 0.07750000000000001, -0.5
0.8, 0.07999999999999996, -0.5
0.8, 0.08250000000000002, -0.5
0.8, 0.08499999999999996, -0.5
0.8, 0.08750000000000002, -0.5
0.8, 0.08999999999999997, -0.5
0.8, 0.09250000000000003, -0.5
0.8, 0.09499999999999997, -0.5
0.8, 0.09750000000000003, -0.5
0.8, 0.09999999999999998, -0.5
0.8, 0.10250000000000004, -0.5
0.8, 0.10499999999999998, -0.5
0.8, 0.10750000000000004, -0.5
0.8, 0.10999999999999999, -0.5
0.8, 0.11250000000000004, -0.5
0.8, 0.11499999999999999, -0.5
0.8, 0.11750000000000005, -0.5
0.8, 0.12, -0.5
0.8, 0.12250000000000005, -0.5
0.8, 0.125, -0.5
0.8, 0.12750000000000006, -0.5
0.8, 0.13, -0.5
0.8, 0.13250000000000006, -0.5
